City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
178,Horodnytsya,UA,50.807,27.3168,31.26,93,15,6.13,few clouds
179,Sambava,MG,-14.2667,50.1667,75.78,88,100,8.32,overcast clouds
180,Alampur,IN,15.8833,78.15,81.14,41,72,5.06,broken clouds
181,Kumukh,RU,42.1704,47.1161,48.79,57,1,9.08,clear sky
182,Adrar,MR,20.5022,-10.0711,80.64,14,0,9.89,clear sky
183,Cockburn Town,TC,21.4612,-71.1419,77.0,57,40,13.8,scattered clouds
184,Manitouwadge,CA,49.1215,-85.8403,46.4,93,90,10.36,overcast clouds
185,Kamenka,RU,51.3223,42.7678,39.99,73,100,4.7,overcast clouds
186,Yulara,AU,-25.2406,130.9889,59.0,58,21,4.61,few clouds
187,Fortuna,US,40.5982,-124.1573,59.0,71,20,14.97,few clouds
188,Komsomolskiy,UZ,40.4272,71.7189,50.0,62,0,2.75,clear sky
189,Yerbogachen,RU,61.2767,108.0108,10.65,92,100,8.99,overcast clouds
190,Sioux Lookout,CA,50.1001,-91.917,35.6,93,90,9.22,mist
191,Odesskoye,RU,54.2111,72.9651,34.0,99,100,9.19,overcast clouds
192,Camacupa,AO,-12.0167,17.4833,61.43,90,96,3.31,light rain
193,Henties Bay,NA,-22.116,14.2845,69.48,64,38,2.89,scattered clouds
194,Jagalur,IN,14.5333,76.35,75.02,66,22,8.66,few clouds
195,Hollins,US,37.3413,-79.9431,72.0,56,75,10.36,broken clouds
196,Mitsamiouli,KM,-11.3847,43.2844,81.68,76,11,5.61,light rain
197,Kodiak,US,57.79,-152.4072,30.2,43,1,33.38,clear sky
198,Saint-Philippe,RE,-21.3585,55.7679,78.8,78,0,4.61,light rain
199,Sapulpa,US,35.9987,-96.1142,80.6,22,1,9.22,clear sky
200,Bukachacha,RU,52.9833,116.9167,33.58,64,100,2.37,overcast clouds
201,Najran,SA,17.4924,44.1277,68.0,26,0,2.84,clear sky
202,Kirksville,US,40.1948,-92.5833,54.0,82,90,6.91,overcast clouds
203,Saint-Georges,GD,12.0564,-61.7485,82.4,74,40,13.8,scattered clouds
204,Perth,AU,-31.9333,115.8333,63.0,72,75,11.5,broken clouds
205,Bengkulu,ID,-3.8004,102.2655,75.04,88,83,5.99,broken clouds
206,Matviyivka,UA,47.0747,35.1444,40.26,55,100,8.08,overcast clouds
207,Biaora,IN,23.8667,76.9167,80.17,16,1,2.8,clear sky
208,Okato,NZ,-39.2,173.8833,63.0,89,100,10.0,moderate rain
209,Torbay,CA,47.6666,-52.7314,39.99,100,90,18.41,light rain
210,Faanui,PF,-16.4833,-151.75,81.82,69,17,9.46,few clouds
211,Lagoa,PT,39.05,-27.9833,58.8,88,5,18.16,clear sky
212,Pisco,PE,-13.7,-76.2167,73.4,68,100,20.71,overcast clouds
213,Sola,VU,-13.8833,167.55,84.2,84,20,11.81,few clouds
214,Kruisfontein,ZA,-34.0033,24.7314,60.01,94,4,1.01,clear sky
215,Moose Factory,CA,51.2585,-80.6094,35.6,80,90,10.36,light rain
216,Georgetown,MY,5.4112,100.3354,80.6,94,20,6.02,few clouds
217,Sakakah,SA,29.9697,40.2064,73.4,14,0,8.05,clear sky
218,Bathsheba,BB,13.2167,-59.5167,82.4,57,20,11.5,few clouds
219,Kidal,ML,18.4411,1.4078,85.5,9,92,11.05,overcast clouds
220,Isangel,VU,-19.55,169.2667,86.0,70,75,11.5,broken clouds
221,Bandarbeyla,SO,9.4942,50.8122,75.42,63,11,2.68,few clouds
222,Hambantota,LK,6.1241,81.1185,75.2,100,40,1.14,scattered clouds
223,Teguise,ES,29.0605,-13.564,68.0,73,20,3.44,few clouds
224,Cayenne,GF,4.9333,-52.3333,80.6,83,75,6.91,broken clouds
225,Sheridan,US,44.8333,-106.9173,66.99,18,20,8.05,few clouds
226,Coquimbo,CL,-29.9533,-71.3436,64.4,72,0,16.11,clear sky
227,Luderitz,NA,-26.6481,15.1594,71.26,54,0,9.89,clear sky
228,Lazurne,UA,46.084,32.5295,37.0,100,93,13.53,overcast clouds
229,Port-Gentil,GA,-0.7193,8.7815,77.0,88,75,6.91,light rain
230,Goderich,CA,43.7501,-81.7165,78.8,34,90,16.11,overcast clouds
231,Qaqortoq,GL,60.7167,-46.0333,37.4,65,40,5.75,scattered clouds
232,Dikson,RU,73.5069,80.5464,-0.58,81,28,10.98,scattered clouds
233,Saint Anthony,US,45.0205,-93.218,61.0,88,90,9.22,mist
234,Tilichiki,RU,60.4667,166.1,10.02,89,100,10.0,overcast clouds
235,Ribeira Grande,PT,38.5167,-28.7,60.06,81,13,14.97,few clouds
236,Khonsa,IN,27.0167,95.5667,65.86,58,98,3.49,overcast clouds
237,Qandala,SO,11.472,49.8728,79.43,45,4,2.73,clear sky
238,Ust-Kuyga,RU,70.0167,135.6,-9.78,99,96,2.98,overcast clouds
239,Marsh Harbour,BS,26.5412,-77.0636,71.96,55,50,9.4,scattered clouds
240,Hofn,IS,64.2539,-15.2082,24.82,56,100,22.1,overcast clouds
241,Sao Filipe,CV,14.8961,-24.4956,74.75,64,1,7.7,clear sky
242,Ugoofaaru,MV,5.6667,73.0,81.84,75,12,7.72,few clouds
243,Sturgis,US,41.7992,-85.4192,64.4,82,90,17.27,overcast clouds
244,Mahebourg,MU,-20.4081,57.7,78.8,73,40,11.5,scattered clouds
245,Hervey Bay,AU,-25.2986,152.8535,75.0,84,5,1.01,clear sky
246,Ossora,RU,59.2353,163.0719,26.08,90,100,12.55,light snow
247,Vallenar,CL,-28.5708,-70.7581,76.15,37,0,5.44,clear sky
248,Ngong,KE,-1.3618,36.6566,64.4,88,75,8.05,broken clouds
249,Puerto Colombia,CO,10.9878,-74.9547,82.4,74,0,11.5,clear sky
250,Tuy Hoa,VN,13.0833,109.3,73.11,90,55,3.38,broken clouds
251,Lebu,CL,-37.6167,-73.65,57.7,77,4,5.73,clear sky
252,Halifax,CA,44.6453,-63.5724,59.0,51,46,10.36,scattered clouds
253,Wlodawa,PL,51.55,23.55,33.01,100,13,8.03,few clouds
254,Amot,NO,59.5714,7.9877,39.99,77,100,9.53,light rain
255,Auki,SB,-8.7676,160.7034,75.45,92,100,9.6,overcast clouds
256,Vardo,NO,70.3705,31.1107,26.6,80,0,9.22,clear sky
257,Egvekinot,RU,66.3167,-179.1667,-7.53,92,70,3.06,broken clouds
258,Pochutla,MX,15.7432,-96.4661,93.99,46,20,11.5,few clouds
259,Horizontina,BR,-27.6258,-54.3078,74.68,51,72,5.75,broken clouds
260,Poum,NC,-20.2333,164.0167,77.09,90,100,14.12,light rain
261,Yongzhou,CN,26.4559,111.5988,55.15,89,87,3.2,overcast clouds
262,Safaga,EG,26.7292,33.9365,75.2,33,0,13.8,clear sky
263,Villa Bruzual,VE,9.3328,-69.1208,86.25,54,100,4.63,overcast clouds
264,Richards Bay,ZA,-28.783,32.0377,68.27,93,23,6.13,few clouds
265,Morant Bay,JM,17.8815,-76.4093,79.0,83,75,8.05,broken clouds
266,Buala,SB,-8.145,159.5921,76.53,93,100,7.65,heavy intensity rain
267,Hamilton,US,39.1834,-84.5333,66.99,88,75,6.91,broken clouds
268,Nuuk,GL,64.1835,-51.7216,33.8,86,90,40.29,light snow
269,Diamantino,BR,-14.4086,-56.4461,75.76,86,63,3.76,light rain
270,Gornji Milanovac,RS,44.0333,20.45,34.0,86,0,3.44,clear sky
271,Port Elizabeth,ZA,-33.918,25.5701,60.8,100,90,10.36,overcast clouds
272,Cantaura,VE,9.3057,-64.3584,88.86,43,99,4.59,overcast clouds
273,Otavalo,EC,0.2333,-78.2667,66.2,68,40,13.8,light rain
274,Vanavara,RU,60.34,102.2797,10.13,92,7,7.14,clear sky
275,Bartica,GY,6.4,-58.6167,82.4,83,40,4.61,light rain
276,Alto Paraguai,BR,-14.5136,-56.4825,76.6,85,60,3.74,light rain
277,Mount Gambier,AU,-37.8333,140.7667,53.6,82,90,8.05,overcast clouds
278,San Antonio,US,29.4241,-98.4936,95.0,27,75,10.36,broken clouds
279,Cabedelo,BR,-6.9811,-34.8339,80.6,83,0,9.22,clear sky
280,Igarka,RU,67.4667,86.5833,10.83,91,100,4.0,overcast clouds
281,Northam,GB,51.0333,-4.2167,44.01,87,100,3.0,moderate rain
282,Lujiang,CN,31.2581,117.2817,48.2,93,0,4.47,clear sky
283,Tongren,CN,27.7172,109.1853,49.68,91,27,2.51,scattered clouds
284,Maarianhamina,AX,60.0973,19.9348,37.4,87,0,11.5,clear sky
285,Guhagar,IN,17.4842,73.1929,76.23,85,17,4.74,few clouds
286,Sechura,PE,-5.5569,-80.8222,79.84,61,62,14.27,broken clouds
287,Iki-Burul,RU,45.8208,44.6472,50.0,93,100,13.42,overcast clouds
288,Banda Aceh,ID,5.5577,95.3222,79.27,78,48,1.45,scattered clouds
289,Krasnoselkup,RU,65.7,82.4667,5.23,98,37,3.38,scattered clouds
290,East London,ZA,-33.0153,27.9116,66.33,82,60,3.98,broken clouds
291,Salavat,RU,53.3837,55.9077,33.98,96,90,6.87,light snow
292,Hobyo,SO,5.3505,48.5268,81.19,74,17,11.36,few clouds
293,Portland,US,45.5234,-122.6762,57.0,37,75,9.22,broken clouds
294,Saint-Leu,RE,-21.15,55.2833,78.8,78,0,4.61,light rain
295,Homer,US,59.6425,-151.5483,30.2,64,90,5.75,light snow
296,Ayaviri,PE,-14.8864,-70.5889,52.79,66,97,3.18,overcast clouds
297,Yashkul,RU,46.1711,45.3435,53.22,70,92,6.78,overcast clouds
298,Avera,US,33.194,-82.5271,77.0,41,90,6.91,overcast clouds
299,Verkhnyaya Inta,RU,65.9811,60.3094,38.62,74,38,22.06,scattered clouds
300,Broken Hill,AU,-31.95,141.4333,64.4,32,81,8.05,broken clouds
301,Vestmannaeyjar,IS,63.4427,-20.2734,25.32,61,1,25.46,clear sky
302,Khilok,RU,51.3674,110.4676,29.89,95,100,1.63,snow
303,High Level,CA,58.5169,-117.136,23.0,54,1,3.44,clear sky
304,Korem,ET,12.5058,39.5228,54.07,20,0,0.78,clear sky
305,Port Hardy,CA,50.6996,-127.4199,44.6,81,90,12.66,light rain
306,Faya,SA,18.3851,42.4509,66.2,59,0,8.05,clear sky
307,Oranjestad,AW,12.524,-70.027,82.4,74,40,20.71,scattered clouds
308,Nushki,PK,29.5542,66.0215,67.44,13,0,3.62,clear sky
309,Asau,RO,46.4333,26.4,36.0,60,0,1.14,clear sky
310,Nemuro,JP,43.3236,145.575,32.14,55,1,10.96,clear sky
311,Kalevala,RU,65.2,31.1667,27.0,86,36,9.08,scattered clouds
312,Lantangan,PH,11.5882,123.3256,79.57,78,99,11.95,overcast clouds
313,Los Llanos De Aridane,ES,28.6585,-17.9182,69.8,78,90,5.46,overcast clouds
314,Zyryanka,RU,65.75,150.85,9.75,91,100,12.21,overcast clouds
315,Banepa,NP,27.6298,85.5214,57.2,77,20,4.99,few clouds
316,Alihe,CN,50.5667,123.7167,29.28,40,23,2.42,few clouds
317,Kilimatinde,TZ,-5.85,34.95,62.87,96,15,1.01,few clouds
318,Jaisalmer,IN,26.9147,70.9181,79.3,11,6,8.28,clear sky
319,Caravelas,BR,-17.7125,-39.2481,75.45,76,95,11.14,overcast clouds
320,Soyo,AO,-6.1349,12.3689,80.82,84,100,5.41,overcast clouds
321,Cam Ranh,VN,11.9214,109.1591,78.8,78,40,8.05,scattered clouds
322,Gao,ML,16.6362,1.637,88.66,7,85,8.97,overcast clouds
323,Fort Nelson,CA,58.8053,-122.7002,28.4,54,75,10.36,broken clouds
324,Dicabisagan,PH,17.0818,122.4157,74.86,88,95,6.8,overcast clouds
325,Tilaran,CR,10.4703,-84.9671,91.4,49,40,11.5,moderate rain
326,Palmer,US,42.1584,-72.3287,73.4,27,40,4.61,scattered clouds
327,Leh,IN,34.1667,77.5833,28.26,40,66,4.7,broken clouds
328,Gobabis,NA,-22.45,18.9667,66.74,44,0,9.53,clear sky
329,Garowe,SO,8.4054,48.4845,70.16,65,9,7.0,clear sky
330,Alpena,US,45.0617,-83.4327,59.0,58,1,11.5,clear sky
331,Port Keats,AU,-14.25,129.55,81.48,79,50,7.18,scattered clouds
332,Williams Lake,CA,52.1415,-122.1445,48.99,55,75,3.74,broken clouds
333,Poindimie,NC,-20.9333,165.3333,74.59,94,100,5.73,light rain
334,Yinchuan,CN,38.4681,106.2731,50.0,49,100,6.08,overcast clouds
335,Mayumba,GA,-3.432,10.6554,79.59,87,100,6.64,moderate rain
336,Casper,US,42.8666,-106.3131,64.0,17,40,21.85,scattered clouds
337,Nanortalik,GL,60.1432,-45.2371,36.43,76,97,10.96,overcast clouds
338,Geraldton,AU,-28.7667,114.6,71.6,56,97,17.27,overcast clouds
339,Ketchikan,US,55.3422,-131.6461,33.8,100,90,21.85,moderate rain
340,Cairns,AU,-16.9167,145.7667,75.2,88,75,1.14,broken clouds
341,Chake Chake,TZ,-5.2459,39.7666,78.1,80,100,9.06,overcast clouds
342,Jaumave,MX,23.4167,-99.3833,96.8,20,40,4.61,scattered clouds
343,Shimoda,JP,34.6667,138.95,55.0,81,12,5.01,few clouds
344,Tagusao,PH,9.1924,117.8141,77.95,79,93,2.3,heavy intensity rain
345,Lodwar,KE,3.1191,35.5973,86.94,41,15,19.98,few clouds
346,Ostersund,SE,63.1792,14.6357,30.99,55,100,11.5,overcast clouds
347,Portoferraio,IT,42.8115,10.3146,48.0,63,1,8.88,clear sky
348,Boa Vista,BR,2.8197,-60.6733,78.8,78,75,5.75,light rain
349,Iskateley,RU,67.6803,53.1512,38.07,93,99,25.23,overcast clouds
